id,start (sec),end (sec),description,length
PHH6B,20.8,29.2,person pours coffee into a cup.,30.17
PHH6B,0.0,14.1,person eating food from a plate.,30.17
PHH6B,0.0,14.1,person eats some food.,30.17
PHH6B,20.8,29.2,person pouring tea into a cup on the counter.,30.17
8S9AF,19.9,25.6,person puts a towel on a chair.,30.58
8S9AF,19.9,25.6,the person puts the towel down.,30.58
028CE,2.0,11.0,a person is in a garage fixing a vacuum.,20.0
028CE,9.3,14.6,person start laughing as they get up.,20.0
GG1X2,9.2,17.0,person takes their shoes off.,26.21
GG1X2,3.0,11.1,person closing the door behind them.,26.21
F9RY4,14.9,20.7,person put the drinks on a table.,30.58
2TU40,0.0,7.3,person began cleaning the blanket he was holding.,30.17
2TU40,0.0,12.0,a person is putting a bag on the door.,30.17
5S587,0.6,13.4,person after looking out the window.,30.0
3Q3YY,1.3,13.8,a person closes a door.,47.04
FL7X4,2.1,9.7,person drinks from the glass.,17.08
YGYU5,21.8,38.0,person begin to tidy clothes on the bed.,36.5
YGYU5,19.0,23.6,"the person sitting on the bed drinking coffee,stand up.",36.5
YGYU5,4.8,23.0,a person sits down on the bed.,36.5
DIR8Q,0.0,6.8,a person is playing with a phone.,27.67
DIR8Q,4.5,10.7,the person starts putting items on a shelf.,27.67
827O1,15.1,20.3,person they are smiling.,27.12
0GFE8,12.1,19.0,person runs away.,17.88
0GFE8,12.1,19.0,person run out of the room.,17.88
X0CKA,12.2,19.0,person takes a drink from a glass.,19.75
X0CKA,12.2,19.0,person begins drinking a glass of water.,19.75
S3TZ1,31.9,49.9,person begin cooking a meal.,50.92
S3TZ1,0.3,6.3,a person opens up the refrigerator.,50.92
S3TZ1,2.6,12.4,person takes out some food.,50.92
LMX0P,18.9,33.5,a person is playing with a phone.,33.58
LMX0P,18.9,33.5,person playing with their phone.,33.58
AVVX3,10.5,15.4,the person throws the medicine on the floor.,23.79
5DJ3S,7.3,18.0,person looking out the window.,25.38
5DJ3S,16.3,26.0,the person snuggles up to a blanket.,25.38
5DJ3S,5.6,11.2,person drinking a cup of coffee.,25.38
5DJ3S,16.3,26.0,person begins to snuggle with a blanket.,25.38
KTL2G,0.0,10.5,person holding a broom.,32.0
KTL2G,13.7,19.0,person turn off the light.,32.0
KTL2G,13.7,19.0,person turns off a light.,32.0
KTL2G,7.8,17.9,person they close the door.,32.0
KTL2G,7.8,17.9,person closes a door.,32.0
GKVBS,31.6,37.6,person puts a tool on a shelf.,39.75
GKVBS,33.8,41.0,starts to take the bottom off .the person starts laughing.,39.75
GKVBS,31.6,37.6,person they put a tool on a shelf.,39.75
G70CT,0.0,3.5,a person turns on a light.,30.58
G70CT,0.0,3.5,a person turns on the light in a bathroom.,30.58
UEP20,16.4,31.4,person begins to eat it.,30.58
UEP20,16.4,31.4,person eating something.,30.58
UEP20,11.8,19.8,person puts notebook away.,30.58
UEP20,18.7,28.7,person begins to eat a sandwich.,30.58
UEP20,11.6,19.2,person puts it on the shelf next to a picture.,30.58
UEP20,10.3,15.6,the person closes the book.,30.58
UEP20,11.6,19.2,a person putting some papers on a shelf.,30.58
WCIBT,2.2,6.8,person throws a bag on the floor.,60.58
WCIBT,7.4,11.7,person closes the door.,60.58
WCIBT,2.2,6.8,person throwing a bag on the table.,60.58
WCIBT,0.0,4.1,person walks through a doorway.,60.58
WCIBT,0.0,2.6,a person opens a door.,60.58
GPJ6E,14.0,25.6,person put blanket on chair.,29.71
HURN7,19.8,31.0,person they washed their hands in the sink.,30.5
HURN7,12.3,23.4,person starts cooking a meal.,30.5
HURN7,2.0,13.0,the person undresses.,30.5
HURN7,19.8,31.0,person washes his hands.,30.5
HURN7,12.3,23.4,a person was cooking.,30.5
HURN7,2.0,13.0,a person started to undress.,30.5
TI9JB,19.7,25.8,person they close the dryer door.,41.33
TI9JB,19.7,25.8,the person closes the washing machine door.,41.33
MNEQ4,17.8,24.6,the person takes a blanket from a nearby chair.,31.54
9A58F,2.9,8.1,a person is throwing down their shoes.,22.38
9A58F,2.9,8.1,person throws shoes on the floor.,22.38
9A58F,6.4,12.9,person opening a laptop.,22.38
LJ3AI,0.5,7.7,a person is sitting on the couch drinking a soda.,30.88
LJ3AI,7.3,13.6,person drinking for a glass.,30.88
LJ3AI,0.5,7.7,one person is sitting on a sofa doing homework.,30.88
D3KN2,0.0,3.0,a person runs into the dining room.,22.75
D3KN2,13.0,22.0,person put on their shoes.,22.75
D3KN2,13.0,22.0,person puts on shoes.,22.75
D3KN2,0.0,3.0,a sneezing person runs into a room.,22.75
GM4UP,15.5,29.0,person they begin sneezing.,35.62
5Q3QB,7.1,12.3,person closes a door multiple times.,35.58
5Q3QB,7.1,12.3,person closing the door.,35.58
VXM6A,13.0,18.5,putting them under the clothes.the person picks a box.,30.21
VXM6A,16.9,23.9,person they put it in a box.,30.21
VXM6A,7.2,12.0,a person is sitting on the floor in the closet.,30.21
VXM6A,14.3,20.2,the person puts the box under the closet shelf.,30.21
VXM6A,16.9,23.9,put stuff in a box.the person gets up.,30.21
MTZ0T,7.4,15.7,person pours coffee from a cup in to the toilet.,17.54
OMHFD,17.6,22.5,the person takes out their phone.,30.75
OMHFD,19.9,29.1,person laughs at something on the screen.,30.75
OMHFD,19.9,29.1,person starts laughing.,30.75
WREDC,15.2,24.0,person putting the cup on a table.,26.04
WREDC,15.2,24.0,a person puts down a glass on a table.,26.04
YKD6U,1.8,14.2,a person opens a door.,36.46
YKD6U,11.9,21.2,person sits on the chair.,36.46
38BDO,25.8,34.0,person put it on a shelf.,33.42
38BDO,25.8,34.0,person puts it on a shelf.,33.42
38BDO,20.3,34.0,person they put a blanket in a box.,33.42
38BDO,20.3,34.0,person puts a blanket in a box.,33.42
38BDO,20.3,34.0,person puts a folded blanket in a box.,33.42
WT9CR,1.5,7.8,one person swinging a door open.,31.92
406LH,1.4,9.0,a person opens a door.,34.17
406LH,5.9,17.4,a person stands in the doorway eating a sandwich.,34.17
406LH,5.7,17.9,person eats something.,34.17
406LH,5.7,17.9,person stand in the doorway eating food from a dish.,34.17
406LH,13.9,20.1,person close the door.,34.17
452FV,7.4,12.5,a person is holding a box.,18.21
LXSIG,0.0,8.8,person looks out the window.,28.12
KP53W,16.8,24.6,person they close a laptop that's on the counter.,30.75
I1OLQ,5.8,12.6,a person opens a door.,30.67
I1OLQ,0.0,14.9,person both watch more television.,30.67
I1OLQ,0.0,14.9,person watching television.,30.67
I1OLQ,8.4,14.6,"person walks into a room ,closes the door.",30.67
H32FR,9.5,18.6,person they put dishes in a corner.,40.96
H32FR,1.1,5.3,person 2 people open a door.,40.96
1QT62,23.3,29.5,a person is laughing.,54.38
7C9RP,1.6,5.9,a person turns on the light in the bathroom.,27.62
7C9RP,1.6,5.9,person turns on the light.,27.62
7C9RP,2.9,14.3,person begins undressing.,27.62
VG9II,3.0,18.4,person drinks from a cup.,32.33
WY433,9.1,19.9,person pours some out into a cup.,25.17
WY433,6.4,12.6,a person walks into room laughing.,25.17
WY433,0.0,5.1,a person laughs as they walk through the doorway.,25.17
WY433,9.1,19.9,person pours it into cup.,25.17
WY433,9.1,19.9,person pours something in a glass.,25.17
77JB7,24.2,41.6,a person is smiling.,43.21
XJU8U,1.3,6.7,a person walks through the doorway.,30.25
XJU8U,8.4,16.4,the person takes their shoes from the floor.,30.25
XJU8U,0.0,7.3,a person opens the door.,30.25
XJU8U,0.0,7.3,a person opens the basement door.,30.25
XJU8U,17.8,23.6,person closes the door.,30.25
RVLXD,11.5,17.4,person they open a cabinet.,23.92
RVLXD,20.5,25.0,person grab the doorknob to open the door.,23.92
RVLXD,19.9,25.0,person holding a doorknob.,23.92
3A400,0.0,6.1,person runs into garage with books in hand.,25.42
3A400,0.0,6.1,a person is running into the garage.,25.42
3A400,3.1,8.3,person opens the books.,25.42
CN480,4.9,8.0,person sits on bed.,7.46
XWQ3Z,6.4,14.5,person throws two pillows.,18.25
IWCXM,0.5,7.7,one person runs into the room with a box.,14.5
IWCXM,0.5,7.7,a person running through a room with a box stops.,14.5
59KH0,7.4,15.4,person starts undressing.,34.0
59KH0,12.8,24.8,another person is playing games on their laptop.,34.0
59KH0,12.8,24.8,person playing games on a laptop.,34.0
59KH0,7.4,15.4,person is undressing in front of a mirror.,34.0
GV40M,5.3,11.8,person is awakening in bed by window.,23.67
GV40M,5.3,11.8,a person is awakening.,23.67
W2QG1,12.2,18.6,person throws their pillow onto a chair.,20.88
W2QG1,12.2,18.6,person throws a pillow on to a chair.,20.88
W2QG1,4.0,13.8,a person awakens in bed.,20.88
W2QG1,12.2,18.6,person throws a pillow off of the bed.,20.88
T82IE,0.0,9.0,person puts the glass on the desk.,31.71
T82IE,0.0,5.0,one person walks through drinking from a glass.,31.71
T82IE,0.0,5.0,person drinking from a glass.,31.71
T82IE,0.0,5.0,a person drinks from a glass.,31.71
T82IE,9.8,17.4,person looking at a book.,31.71
T82IE,4.7,11.5,person sits on the table.,31.71
T82IE,0.0,9.0,person puts the glass on the table.,31.71
O495M,4.0,17.3,person tidying up a table.,29.92
O495M,1.0,9.1,a person is holding a book.,29.92
61KCY,18.5,29.5,a person starts sneezing.,30.5
61KCY,8.5,17.0,person putting on on their clothes in the bathroom.,30.5
5IOQB,17.8,25.5,person they drink a glass of water.,28.42
5IOQB,17.8,25.5,the person takes a drink from a glass of water.,28.42
5IOQB,9.0,20.0,person laughing they take a drink of water.,28.42
MCNRZ,15.0,24.0,the person drinks from a coffee cup.,30.04
MCNRZ,15.0,24.0,a person is drinking a cup of coffee.,30.04
17AZ5,13.5,19.8,the person opens the cabinet door.,31.54
17AZ5,13.5,19.8,the person opens a cabinet.,31.54
17AZ5,4.6,15.3,a person is dressing.,31.54
P6SOI,21.3,31.2,that same person opens the door.,32.12
P6SOI,21.3,31.2,person open the door.,32.12
PW9P0,0.0,6.5,a person is undressing in a home office.,13.21
PW9P0,0.0,6.5,a person is sitting down undressing.,13.21
TU1C9,10.9,20.7,person eats a sandwich.,30.58
TU1C9,0.0,8.0,a sneezing person is eating a donut.,30.58
TU1C9,28.0,32.0,person drinks from a cup.,30.58
KTKWL,4.1,15.2,a person takes a box.,31.0
KTKWL,11.4,20.8,person opens the door.,31.0
3IJGQ,0.0,14.3,a person is lying down eating a sandwich.,29.96
3IJGQ,12.0,18.1,person they put the dirty dishes on the table.,29.96
3IJGQ,0.0,10.1,a person is seen smiling.,29.96
LU82W,0.0,2.5,a person throws a box onto the table.,11.58
LU82W,0.0,2.5,a person throws a box onto a counter.,11.58
QMTF2,12.3,19.0,person throws blanket.,23.12
QMTF2,12.3,19.0,person begin throwing the blanket towards the door.,23.12
HAA4O,16.0,30.2,person takes a picture out the window.,39.96
HAA4O,4.6,13.2,person closes the door.,39.96
HAA4O,16.0,30.2,person take a picture of a view outside the window.,39.96
R77MC,13.7,20.9,the original person in the room puts down a glass.,33.33
6R6RS,14.4,23.6,person put their shoes on.,29.96
6R6RS,14.4,23.6,person puts on their shoes.,29.96
J0VXY,14.9,30.3,person start tidying up the shelf.,35.92
IM2WK,1.6,10.0,person walks in room holding clothes.,30.29
IM2WK,4.4,11.4,a person throws some clothes onto a chair.,30.29
IM2WK,4.7,11.2,person puts clothes on chair.,30.29
SUI1X,1.7,10.3,a person is opening a bag.,27.54
46A6J,14.2,22.3,person takes a broom.,34.42
5DPC8,33.9,37.0,person sits on a chair they take out their phone.,35.79
5DPC8,1.4,7.7,a person turns on the light in a bathroom.,35.79
857S9,0.0,7.9,the person is sitting at a dining room table smiling.,34.5
857S9,0.0,7.9,person begins smiling.,34.5
G1JBI,0.0,5.4,a person opens a cabinet.,38.08
G1JBI,29.1,35.8,person they close the cabinet.,38.08
G1JBI,29.1,35.6,the person closes the pantry doors.,38.08
G1JBI,0.0,5.4,person opened the cabinet door.,38.08
0VQQL,0.0,13.7,a person is laying on the floor reading a book.,29.58
0VQQL,17.8,26.4,person open the door.,29.58
KF42S,10.6,16.6,person they stand up.,19.54
EBHC9,0.0,12.8,a person holding a pillow walks into the room.,29.08
EBHC9,0.0,12.8,a person holds a throw pillow under one arm.,29.08
B3RHF,15.2,21.0,person eats food.,24.46
B3RHF,15.2,21.0,person they start eating it.,24.46
85ABO,0.3,4.4,a person throws a pillow on the floor.,25.46
85ABO,0.3,4.4,a person throws a pillow down onto the floor.,25.46
IKOAX,20.0,27.6,person they stand up.,29.92
IKOAX,20.3,28.7,person take a picture with a camera that they.,29.92
IKOAX,26.2,31.0,person put on a shelf.,29.92
IKOAX,26.2,31.0,person puts a camera on a shelf.,29.92
8Z9GW,0.0,14.0,the person gets dressed.,30.67
8Z9GW,11.9,20.8,the person sits on the chair.,30.67
8Z9GW,0.0,14.0,a person is standing in their closet dressing for work.,30.67
3H1EA,1.9,6.7,a person throws a book onto the table.,22.33
3H1EA,8.7,16.1,person pouring a beverage into a glass from a carton.,22.33
3H1EA,8.7,16.1,person they pour a glass of milk.,22.33
3H1EA,0.0,6.3,a person reads a book.,22.33
NMC5N,0.0,14.0,person holding a cup of coffee.,31.88
NMC5N,11.0,16.0,the person puts the cup of coffee down.,31.88
IIFVE,1.9,9.7,a person is throwing clothes on the floor.,25.88
X898O,6.8,12.7,a person is putting papers onto a shelf.,30.92
X898O,17.8,24.9,person putting them on a table.,30.92
L8Y8D,30.6,36.5,person opens the refrigerator.,54.71
UVP3F,4.1,13.0,a person opens the refrigerator.,24.75
FPODN,5.6,18.1,person sits down on the couch.,34.58
5VJ1X,16.8,28.4,person drinking a glass of water.,29.04
5VJ1X,16.8,28.4,person takes a drink from a glass of water.,29.04
AZMVM,14.6,26.0,person holding a pillow.,31.04
SHTLT,15.6,24.0,a person is closing the doorway to their kitchen.,32.33
SHTLT,0.0,15.6,person eating a sandwich.,32.33
SHTLT,0.0,15.6,a person is eating a sandwich.,32.33
0PA3N,2.7,8.8,a person is throwing shoes.,32.25
0PA3N,8.8,23.7,person sits on the bed.,32.25
0PA3N,2.7,8.8,a person throws shoes on the floor.,32.25
KZ7Y8,1.8,11.1,a person opens a door.,27.88
481PN,5.7,12.3,a person is putting a glass down.,30.29
481PN,5.7,12.3,a person is putting a glass down by the phone.,30.29
QOJ09,12.1,17.9,person opens a book.,29.96
QOJ09,12.1,17.9,person they open the book.,29.96
QOJ09,13.9,27.5,person laugh as they look through it.,29.96
QOJ09,10.0,16.1,person take a book from the table.,29.96
QOJ09,13.0,26.4,the person reads whats in the book.,29.96
GA4EI,20.6,26.9,a person is sitting in the closet holding a bag.,35.79
GA4EI,29.4,35.2,person the bag lights up.,35.79
GA4EI,30.3,36.6,person puts the phone in a closet.,35.79
GA4EI,24.0,29.1,person puts it up on the shelf.,35.79
BLB6G,3.6,14.7,a person is awakening on a couch.,31.29
BLB6G,3.6,14.7,a person is awakening on a sofa.,31.29
A75XI,9.9,17.6,person take a drink of water from a glass.,31.75
MAO8N,25.0,37.0,a person is putting a towel in a box.,35.58
MAO8N,25.0,37.0,person putting it in a box.,35.58
MAO8N,25.0,37.0,person puts the box away on a shelf.,35.58
MAO8N,25.0,37.0,person putting the box on a shelf.,35.58
DXUQS,0.0,14.5,person holding a broom.,32.71
DXUQS,17.5,26.9,person putting away groceries.,32.71
DXUQS,10.8,16.4,a person in the kitchen is laughing.,32.71
GOCDE,5.4,11.0,person sits on the couch.,25.42
GOCDE,3.6,9.0,a person pours water into a glass.,25.42
XHB9U,0.0,14.1,a person is in a bedroom holding a mirror.,35.0
SN85M,25.6,30.6,person throws a box through a doorway.,30.83
SN85M,25.6,30.6,a person is throwing a box.,30.83
3YGOV,10.3,20.8,person snuggles with a pillow.,22.29
3YGOV,0.5,5.9,a person runs into a laundry room.,22.29
3YGOV,0.5,5.9,a person runs into the laundry machine.,22.29
3YGOV,6.6,12.7,person drinks from a cup.,22.29
UA2PO,16.8,33.0,a person is dressing in the bathroom.,32.42
IV8MD,8.1,14.4,person starts eating.,24.46
IV8MD,8.1,14.4,person eat it.,24.46
IV8MD,0.0,5.4,a person is laughing.,24.46
IV8MD,8.1,14.4,person eating a sandwich on the stairs.,24.46
ESTFR,7.9,19.1,the person takes their shoes off.,35.88
ESTFR,7.9,19.1,person takes off their shoes.,35.88
5QXCO,13.6,22.3,the person puts the clothes in a washing machine.,33.5
5QXCO,13.6,22.3,person after throwing clothes in washer.,33.5
SVPZT,0.0,4.6,person they take off their shoes.,58.71
78SO8,6.1,11.9,person pour some into a glass.,30.25
78SO8,6.1,11.9,person pouring said juice into a glass.,30.25
78SO8,1.4,10.1,person opens the door to their pantry.,30.25
80FWF,2.3,12.4,person takes out a towel.,22.17
80FWF,0.2,5.6,person turns on a light.,22.17
80FWF,0.2,5.6,person they turn on the light.,22.17
5FHH2,21.3,26.0,the person throws the stack of clothes onto a pillow.,24.79
5F1AW,0.0,5.4,a person puts a book down onto the shelf.,30.92
5F1AW,0.0,5.4,the person puts a book on the shelf.,30.92
EHHRS,1.6,6.8,a person turns on a light.,29.71
EHHRS,14.2,21.7,person takes some medicine.,29.71
EHHRS,1.6,6.8,person they turn on the light.,29.71
386XM,0.0,5.3,a person opens a door.,30.21
386XM,2.5,13.6,person watching the evening news on television.,30.21
386XM,2.5,13.6,person resumes watching television.,30.21
U4W3C,0.0,4.6,person he puts a book down.,28.42
U4W3C,0.0,4.6,one person puts down a book.,28.42
U4W3C,17.9,29.0,person sits down to open their book.,28.42
IKYVB,0.0,8.2,a person put away a pillow in the laundry room.,26.88
G4MNO,0.0,7.5,a person is laughing at a television.,32.5
G4MNO,9.4,17.0,person opening a book.,32.5
G4MNO,21.3,27.0,person opens a door.,32.5
G4MNO,7.8,13.5,the person takes a book off the desk.,32.5
WHRBU,16.5,26.8,person they stand up.,31.58
QU2WL,12.0,19.1,person they are eating a sandwich.,34.21
QU2WL,12.0,19.1,person starts eating.,34.21
F2EA8,10.0,19.9,person both people drink from their cups.,28.5
93YXJ,5.3,14.4,person takes some food from a bag.,42.67
93YXJ,5.3,14.4,person takes out some food.,42.67
93YXJ,39.0,44.0,person stand up.,42.67
93YXJ,2.5,7.8,a person opens a bag of groceries.,42.67
JJLTF,8.0,15.4,person start sneezing.,33.75
JJLTF,5.3,12.0,a person is drinking from a cup.,33.75
QEY8N,0.4,8.2,a person runs into the room holding a broom.,28.62
QEY8N,4.5,10.6,the person puts the broom against the wall.,28.62
QEY8N,17.9,24.4,person sits in a chair eating the sandwich.,28.62
QEY8N,17.9,24.4,person sitting in a chair eating a sandwich.,28.62
QEY8N,2.6,10.3,person walks through a doorway.,28.62
72JYK,6.7,12.0,the person opens a laptop.,23.12
QS6O1,4.6,11.0,a person pours liquid into a cup.,24.33
QS6O1,19.5,24.8,person puts food in a bag.,24.33
QS6O1,19.5,24.8,the person puts food from the pantry into a bag.,24.33
GV9M4,12.4,17.0,person takes a drink from a glass of water.,30.21
GV9M4,1.3,10.9,a person opens a door.,30.21
GV9M4,12.4,17.0,person drinking a glass of water.,30.21
GV9M4,20.4,26.1,person looking out a window.,30.21
GV9M4,12.4,17.0,person take a drink from a glass.,30.21
GV9M4,1.3,10.9,a person opens the closet door.,30.21
4O32W,0.0,8.7,person drinking a glass of water with the other.,30.33
ENJ7V,16.9,34.9,the person takes off their shoes.,39.79
78XZ9,3.7,10.0,person smiling at a book.,31.79
78XZ9,6.3,20.1,person they open the book.,31.79
N2TPE,15.0,29.2,person puts the clothes in.,31.42
N2TPE,8.2,18.7,person takes out clothes opens washing machine.,31.42
